agent_0_x,agent_0_y,agent_0_archive,agent_0_cluster,agent_1_x,agent_1_y,agent_1_archive,agent_1_cluster,agent_2_x,agent_2_y,agent_2_archive,agent_2_cluster
7.311971721137675e+00,27.024026712265904,mage,4,4.545306367157718,14.900446876887617,hunter,4,4.821204441598724,18.75223162352949,warrior,11
7.275123958995645e+00,27.342521916473007,mage,-1,4.545306367157718,14.900446876887617,hunter,4,4.852468957900777,18.37735359053328,warrior,11
7.275123958995645e+00,27.342521916473007,mage,-1,4.545306367157718,14.900446876887617,hunter,4,4.809423902022968,18.132958540413977,warrior,11
7.25027675982635e+00,27.44122537487869,mage,-1,4.545306367157718,14.900446876887617,hunter,4,4.809423902022968,18.132958540413977,warrior,11
7.25027675982635e+00,27.44122537487869,mage,-1,4.545306367157718,14.900446876887617,mage,1,4.809423902022968,18.132958540413977,warrior,11
7.2741307443681436e+00,27.81424731933964,mage,-1,4.545306367157718,14.900446876887617,mage,1,4.809423902022968,18.132958540413977,warrior,11
7.2741307443681436e+00,27.81424731933964,mage,-1,4.545306367157718,14.900446876887617,mage,1,4.809423902022968,18.132958540413977,warrior,11
7.2741307443681436e+00,27.81424731933964,mage,-1,4.545306367157718,14.900446876887617,mage,1,4.809423902022968,18.132958540413977,warrior,11
7.2741307443681436e+00,27.81424731933964,mage,-1,4.545306367157718,14.900446876887617,mage,1,4.809423902022968,18.132958540413977,warrior,11
7.2741307443681436e+00,27.81424731933964,mage,-1,4.545306367157718,14.900446876887617,mage,1,4.809423902022968,18.132958540413977,warrior,11
7.2741307443681436e+00,27.81424731933964,mage,-1,4.545306367157718,14.900446876887617,mage,1,4.809423902022968,18.132958540413977,warrior,11
7.2741307443681436e+00,27.81424731933964,mage,-1,4.545306367157718,14.900446876887617,mage,1,5.012390138299616,18.981376198941852,warrior,11
7.164704313199306e+00,27.516657565525964,hunter,-1,4.545306367157718,14.900446876887617,mage,1,5.012390138299616,18.981376198941852,warrior,11
7.164704313199306e+00,27.516657565525964,hunter,-1,4.545306367157718,14.900446876887617,mage,1,5.012390138299616,18.981376198941852,warrior,11
7.164704313199306e+00,27.516657565525964,hunter,-1,4.545306367157718,14.900446876887617,mage,1,5.012390138299616,18.981376198941852,warrior,11
7.164704313199306e+00,27.516657565525964,hunter,-1,4.545306367157718,14.900446876887617,mage,1,5.012390138299616,18.981376198941852,warrior,11
7.164704313199306e+00,27.516657565525964,hunter,-1,4.545306367157718,14.900446876887617,mage,1,5.012390138299616,18.981376198941852,warrior,11
7.164704313199306e+00,27.516657565525964,hunter,-1,4.545306367157718,14.900446876887617,mage,1,4.949818805272446,18.89067227657079,warrior,11
7.164704313199306e+00,27.516657565525964,hunter,-1,4.952269216569331,15.834528798744266,mage,1,4.949818805272446,18.89067227657079,warrior,11
7.164704313199306e+00,27.516657565525964,hunter,-1,4.952269216569331,15.834528798744266,mage,1,4.949818805272446,18.89067227657079,warrior,11
7.164704313199306e+00,27.516657565525964,hunter,-1,4.952269216569331,15.834528798744266,mage,1,4.949818805272446,18.89067227657079,warrior,11
7.164704313199306e+00,27.516657565525964,hunter,-1,4.952269216569331,15.834528798744266,mage,1,4.926652731668588,18.05663629743658,warrior,11
7.164704313199306e+00,27.516657565525964,hunter,-1,4.952269216569331,15.834528798744266,mage,1,4.926652731668588,18.05663629743658,warrior,11
7.164704313199306e+00,27.516657565525964,hunter,-1,4.952269216569331,15.834528798744266,mage,1,4.926652731668588,18.05663629743658,warrior,11
7.164704313199306e+00,27.516657565525964,hunter,-1,4.952269216569331,15.834528798744266,mage,1,4.926652731668588,18.05663629743658,warrior,11
7.164704313199306e+00,27.516657565525964,hunter,-1,4.952269216569331,15.834528798744266,mage,1,4.926652731668588,18.05663629743658,warrior,11
7.164704313199306e+00,27.516657565525964,hunter,-1,4.952269216569331,15.834528798744266,mage,1,4.926652731668588,18.05663629743658,warrior,11
7.164704313199306e+00,27.516657565525964,hunter,-1,4.952269216569331,15.834528798744266,mage,1,4.926652731668588,18.05663629743658,warrior,11
7.164704313199306e+00,27.516657565525964,hunter,-1,4.952269216569331,15.834528798744266,mage,1,4.951134289055731,19.466626125826185,warrior,11
7.164704313199306e+00,27.516657565525964,hunter,-1,4.952269216569331,15.834528798744266,mage,1,4.951134289055731,19.466626125826185,warrior,11
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,mage,6,4.951134289055731,19.466626125826185,warrior,11
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,mage,6,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,mage,6,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,mage,6,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,mage,6,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,mage,6,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,mage,6,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,mage,6,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,mage,6,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,mage,6,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,mage,6,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,mage,6,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,mage,6,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,mage,6,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,mage,6,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,mage,6,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,mage,6,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,mage,6,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,mage,6,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,mage,6,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,mage,6,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,warrior,11,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,warrior,11,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,warrior,11,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,warrior,11,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,warrior,11,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,warrior,11,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,warrior,11,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,warrior,11,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,warrior,11,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,warrior,11,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,warrior,11,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,warrior,11,5.027910690015654,18.898814539258165,mage,2
7.164704313199306e+00,27.516657565525964,hunter,-1,5.283844144272356,16.280559749573325,warrior,11,5.027910690015654,18.898814539258165,hunter,1
1.6378235321785815e+00,23.01079626315468,hunter,6,6.509793033849858,22.520909609663263,warrior,10,5.027910690015654,18.898814539258165,hunter,1
1.6378235321785815e+00,23.01079626315468,hunter,6,6.509793033849858,22.520909609663263,warrior,10,5.027910690015654,18.898814539258165,hunter,1
1.6378235321785815e+00,23.01079626315468,hunter,6,6.509793033849858,22.520909609663263,warrior,10,5.027910690015654,18.898814539258165,hunter,1
1.6378235321785815e+00,23.01079626315468,hunter,6,6.509793033849858,22.520909609663263,warrior,10,5.027910690015654,18.898814539258165,hunter,1
1.6378235321785815e+00,23.01079626315468,hunter,6,6.509793033849858,22.520909609663263,warrior,10,5.027910690015654,18.898814539258165,hunter,1
1.6378235321785815e+00,23.01079626315468,hunter,6,4.766138163615504,17.46430390338454,warrior,11,5.027910690015654,18.898814539258165,hunter,1
1.6378235321785815e+00,23.01079626315468,hunter,6,4.766138163615504,17.46430390338454,mage,1,5.027910690015654,18.898814539258165,hunter,1
1.6378235321785815e+00,23.01079626315468,hunter,6,4.766138163615504,17.46430390338454,mage,1,5.027910690015654,18.898814539258165,hunter,1
1.6378235321785815e+00,23.01079626315468,hunter,6,4.766138163615504,17.46430390338454,mage,1,5.027910690015654,18.898814539258165,hunter,1
1.6378235321785815e+00,23.01079626315468,hunter,6,4.766138163615504,17.46430390338454,mage,1,5.027910690015654,18.898814539258165,hunter,1
1.6378235321785815e+00,23.01079626315468,hunter,6,4.766138163615504,17.46430390338454,mage,1,5.027910690015654,18.898814539258165,hunter,1
1.6378235321785815e+00,23.01079626315468,hunter,6,4.766138163615504,17.46430390338454,mage,1,5.027910690015654,18.898814539258165,hunter,1
1.6378235321785815e+00,23.01079626315468,hunter,6,4.766138163615504,17.46430390338454,mage,1,5.027910690015654,18.898814539258165,hunter,1
1.6378235321785815e+00,23.01079626315468,hunter,6,4.766138163615504,17.46430390338454,mage,1,5.027910690015654,18.898814539258165,hunter,1
1.6378235321785815e+00,23.01079626315468,hunter,6,4.766138163615504,17.46430390338454,mage,1,5.027910690015654,18.898814539258165,hunter,1
1.6378235321785815e+00,23.01079626315468,hunter,6,4.766138163615504,17.46430390338454,mage,1,5.027910690015654,18.898814539258165,mage,2
1.6378235321785815e+00,23.01079626315468,hunter,6,4.766138163615504,17.46430390338454,mage,1,5.027910690015654,18.898814539258165,mage,2
