agent_0_x,agent_0_y,agent_0_archive,agent_0_cluster,agent_1_x,agent_1_y,agent_1_archive,agent_1_cluster,agent_2_x,agent_2_y,agent_2_archive,agent_2_cluster,agent_3_x,agent_3_y,agent_3_archive,agent_3_cluster,agent_4_x,agent_4_y,agent_4_archive,agent_4_cluster,agent_5_x,agent_5_y,agent_5_archive,agent_5_cluster,agent_6_x,agent_6_y,agent_6_archive,agent_6_cluster,agent_7_x,agent_7_y,agent_7_archive,agent_7_cluster,agent_8_x,agent_8_y,agent_8_archive,agent_8_cluster
2.3460373279868976,29.533961692311113,mage,7,7.153649457065563,14.805408080415138,mage,6,4.7008232210960506,19.85278772878609,mage,1,5.960549342036117,28.86030613282807,hunter,-1,1.8935040493370674,9.285577860529187,hunter,-1,7.213482639445948,19.431450337473027,hunter,-1,6.569866556953303,9.112776801435455,warrior,-1,4.235511016066324,27.922161792216418,warrior,0,2.510089242051012,32.14031601720538,warrior,9
2.0965717585063506,29.152811666138824,mage,7,7.089841637854144,14.96750287679471,mage,6,4.7008232210960506,19.85278772878609,mage,1,5.960549342036117,28.86030613282807,hunter,-1,1.8935040493370674,9.285577860529187,hunter,-1,7.2294713448911505,20.30012770363718,hunter,0,6.569866556953303,9.112776801435455,warrior,-1,4.225349465111118,28.336219313795144,warrior,0,2.510089242051012,32.14031601720538,warrior,9
2.0965717585063506,29.152811666138824,mage,7,7.05620312544493,15.38187006488913,mage,6,4.303215128402237,20.698248982445374,mage,1,5.960549342036117,28.86030613282807,hunter,-1,1.8935040493370674,9.285577860529187,hunter,-1,7.2294713448911505,20.30012770363718,hunter,0,6.737672183631867,12.926365154701308,warrior,2,4.225349465111118,28.336219313795144,warrior,0,2.3929818482659395,31.504038234489947,warrior,8
2.0965717585063506,29.152811666138824,mage,7,6.901634619497309,15.195464922947526,mage,4,4.303215128402237,20.698248982445374,mage,1,6.303969835983962,21.708905909229593,hunter,0,1.8935040493370674,9.285577860529187,hunter,-1,7.212239414190236,20.49981535016194,hunter,0,6.447175975898122,12.381102400604865,warrior,-1,3.771724765917575,29.013504862515415,warrior,8,2.3929818482659395,31.504038234489947,warrior,8
2.0965717585063506,29.152811666138824,warrior,9,6.986825609679226,15.170117971372294,mage,4,4.303215128402237,20.698248982445374,hunter,1,6.303969835983962,21.708905909229593,hunter,0,4.047442805607168,14.40837750450599,hunter,4,7.212239414190236,20.49981535016194,hunter,0,6.447175975898122,12.381102400604865,warrior,-1,3.771724765917575,29.013504862515415,warrior,8,2.3929818482659395,31.504038234489947,warrior,8
2.0965717585063506,29.152811666138824,warrior,9,6.986825609679226,15.170117971372294,mage,4,4.303215128402237,20.698248982445374,hunter,1,6.303969835983962,21.708905909229593,hunter,0,4.047442805607168,14.40837750450599,hunter,4,7.212239414190236,20.49981535016194,hunter,0,6.447175975898122,12.381102400604865,warrior,-1,3.771724765917575,29.013504862515415,warrior,8,2.3929818482659395,31.504038234489947,warrior,8
2.0965717585063506,29.152811666138824,warrior,9,6.7802790037907155,15.364048618340679,mage,6,4.303215128402237,20.698248982445374,hunter,1,6.303969835983962,21.708905909229593,hunter,0,4.14592372806182,18.74421886268692,hunter,5,7.212239414190236,20.49981535016194,hunter,0,6.790318752540448,12.684683955632504,warrior,2,3.771724765917575,29.013504862515415,mage,-1,2.3929818482659395,31.504038234489947,warrior,8
2.0965717585063506,29.152811666138824,warrior,9,6.7802790037907155,15.364048618340679,mage,6,4.303215128402237,20.698248982445374,hunter,1,4.681437484275035,15.144811396928652,hunter,4,4.14592372806182,18.74421886268692,hunter,5,7.212239414190236,20.49981535016194,hunter,0,6.790318752540448,12.684683955632504,warrior,2,3.771724765917575,29.013504862515415,mage,-1,2.3929818482659395,31.504038234489947,warrior,8
2.0965717585063506,29.152811666138824,warrior,9,6.7802790037907155,15.364048618340679,mage,6,3.1852939925215855,20.81006677374309,hunter,5,3.567226755429314,16.638927011797193,hunter,4,4.14592372806182,18.74421886268692,hunter,5,7.2494916797090765,21.935567066006385,hunter,0,6.790318752540448,12.684683955632504,warrior,2,3.771724765917575,29.013504862515415,mage,-1,2.267898560117175,32.339766716733784,mage,7
2.0965717585063506,29.152811666138824,warrior,9,6.7802790037907155,15.364048618340679,mage,6,3.1852939925215855,20.81006677374309,hunter,5,3.567226755429314,16.638927011797193,hunter,4,4.14592372806182,18.74421886268692,hunter,5,7.2494916797090765,21.935567066006385,hunter,0,5.828864004233266,16.900473122625158,warrior,11,3.771724765917575,29.013504862515415,mage,-1,2.267898560117175,32.339766716733784,mage,7
