card,hunter_share,mage_share,warrior_share,hunter_n_elites,mage_n_elites,warrior_n_elites
Abusive Sergeant,0.4286,0.1,0.0,7,20,17
Acidic Swamp Ooze,0.1429,0.05,0.0,7,20,17
Acolyte of Pain,0.0,0.55,0.8235,7,20,17
Alarm-o-Bot,0.0,0.05,0.0,7,20,17
Alexstrasza,0.0,0.25,0.5294,7,20,17
Amani Berserker,0.0,0.3,0.2353,7,20,17
Ancient Mage,0.0,0.0,0.0588,7,20,17
Animal Companion,0.5714,0.0,0.0,7,20,17
Arathi Weaponsmith,0.0,0.0,0.4706,7,20,17
Arcane Explosion,0.0,0.4,0.0,7,20,17
Arcane Golem,0.1429,0.1,0.0,7,20,17
Arcane Intellect,0.0,0.9,0.0,7,20,17
Arcane Missiles,0.0,0.7,0.0,7,20,17
Arcane Shot,0.4286,0.0,0.0,7,20,17
Arcanite Reaper,0.0,0.0,0.0588,7,20,17
Archmage Antonidas,0.0,0.5,0.0,7,20,17
Argent Commander,0.0,0.0,0.2353,7,20,17
Argent Squire,0.0,0.0,0.0588,7,20,17
Armorsmith,0.0,0.0,0.7647,7,20,17
Azure Drake,0.0,0.4,0.1765,7,20,17
Baron Geddon,0.0,0.0,0.2353,7,20,17
Big Game Hunter,0.0,0.0,0.3529,7,20,17
Blizzard,0.0,0.65,0.0,7,20,17
Bloodfen Raptor,0.1429,0.0,0.0,7,20,17
Bloodmage Thalnos,0.0,0.5,0.0,7,20,17
Bloodsail Raider,0.0,0.0,0.0588,7,20,17
Bluegill Warrior,0.4286,0.0,0.1176,7,20,17
Booty Bay Bodyguard,0.0,0.25,0.0,7,20,17
Boulderfist Ogre,0.0,0.1,0.0,7,20,17
Brawl,0.0,0.0,0.4118,7,20,17
Cairne Bloodhoof,0.0,0.15,0.2941,7,20,17
Chillwind Yeti,0.0,0.15,0.0,7,20,17
Cleave,0.0,0.0,0.4706,7,20,17
Coldlight Oracle,0.0,0.25,0.0,7,20,17
Cruel Taskmaster,0.0,0.0,1.0,7,20,17
Cult Master,0.0,0.15,0.0588,7,20,17
Dark Iron Dwarf,0.2857,0.0,0.1176,7,20,17
Darkscale Healer,0.1429,0.05,0.0,7,20,17
Deadly Shot,0.4286,0.0,0.0,7,20,17
Death's Bite,0.0,0.0,0.2353,7,20,17
Defender of Argus,0.0,0.05,0.1765,7,20,17
Demolisher,0.0,0.05,0.0,7,20,17
Dire Wolf Alpha,0.1429,0.0,0.0,7,20,17
Doomsayer,0.0,0.45,0.0,7,20,17
Eaglehorn Bow,1.0,0.0,0.0,7,20,17
Earthen Ring Farseer,0.0,0.05,0.2353,7,20,17
Execute,0.0,0.0,0.9412,7,20,17
Explosive Shot,0.1429,0.0,0.0,7,20,17
Explosive Trap,1.0,0.0,0.0,7,20,17
Faceless Manipulator,0.0,0.05,0.1765,7,20,17
Fiery War Axe,0.0,0.0,1.0,7,20,17
Fireball,0.0,1.0,0.0,7,20,17
Flamestrike,0.0,0.2,0.0,7,20,17
Flare,0.4286,0.0,0.0,7,20,17
Flesheating Ghoul,0.0,0.1,0.0588,7,20,17
