card,hunter_share,mage_share,warrior_share,hunter_n_elites,mage_n_elites,warrior_n_elites
Abomination,0.0,0.0513,0.037,22,39,27
Abusive Sergeant,0.1364,0.0513,0.0,22,39,27
Acidic Swamp Ooze,0.0909,0.0256,0.0,22,39,27
Acolyte of Pain,0.3636,0.1538,0.8148,22,39,27
Alexstrasza,0.0,0.1026,0.5926,22,39,27
Amani Berserker,0.0,0.0513,0.1111,22,39,27
Animal Companion,0.4545,0.0,0.0,22,39,27
Arathi Weaponsmith,0.0,0.0,0.1111,22,39,27
Arcane Explosion,0.0,0.359,0.0,22,39,27
Arcane Golem,0.0455,0.0,0.0,22,39,27
Arcane Intellect,0.0,0.7692,0.0,22,39,27
Arcane Missiles,0.0,0.359,0.0,22,39,27
Arcane Shot,0.4545,0.0,0.0,22,39,27
Arcanite Reaper,0.0,0.0,0.037,22,39,27
Archmage Antonidas,0.0,0.1795,0.0,22,39,27
Argent Commander,0.0455,0.0769,0.1111,22,39,27
Argent Squire,0.1364,0.0,0.037,22,39,27
Armorsmith,0.0,0.0,0.8519,22,39,27
Azure Drake,0.0,0.4615,0.1111,22,39,27
Baron Geddon,0.1364,0.0769,0.2222,22,39,27
Baron Rivendare,0.2727,0.0,0.0,22,39,27
Battle Rage,0.0,0.0,0.0741,22,39,27
Big Game Hunter,0.0,0.0513,0.0741,22,39,27
Blizzard,0.0,0.5897,0.0,22,39,27
Blood Knight,0.0,0.0513,0.0,22,39,27
Bloodfen Raptor,0.0909,0.0,0.0741,22,39,27
Bloodmage Thalnos,0.0,0.0256,0.0,22,39,27
Bloodsail Corsair,0.0455,0.0,0.0,22,39,27
Bloodsail Raider,0.1818,0.0,0.0,22,39,27
Bluegill Warrior,0.0,0.0769,0.0,22,39,27
Booty Bay Bodyguard,0.0,0.0256,0.037,22,39,27
Boulderfist Ogre,0.0909,0.0,0.0,22,39,27
Brawl,0.0,0.0,0.4815,22,39,27
Cairne Bloodhoof,0.0455,0.2051,0.5556,22,39,27
Captain's Parrot,0.1364,0.0,0.0,22,39,27
Cleave,0.0,0.0,0.5185,22,39,27
Coldlight Oracle,0.0909,0.0,0.0,22,39,27
Cone of Cold,0.0,0.2308,0.0,22,39,27
Counterspell,0.0,0.6923,0.0,22,39,27
Crazed Alchemist,0.0,0.1026,0.037,22,39,27
Cruel Taskmaster,0.0,0.0,0.963,22,39,27
Cult Master,0.0,0.0513,0.037,22,39,27
Dancing Swords,0.0,0.0256,0.0,22,39,27
Dark Iron Dwarf,0.1364,0.0,0.0,22,39,27
Darkscale Healer,0.0,0.2821,0.0,22,39,27
Deadly Shot,0.6364,0.0,0.0,22,39,27
Death's Bite,0.0,0.0,0.8519,22,39,27
Defender of Argus,0.0,0.0513,0.1481,22,39,27
Demolisher,0.0,0.1026,0.0,22,39,27
Dire Wolf Alpha,0.2273,0.0256,0.0,22,39,27
Doomsayer,0.2727,0.4615,0.0,22,39,27
Dragonling Mechanic,0.0455,0.0256,0.0,22,39,27
Dread Corsair,0.0,0.0,0.037,22,39,27
Duplicate,0.0,0.1538,0.0,22,39,27
Eaglehorn Bow,0.8636,0.0,0.0,22,39,27
Earthen Ring Farseer,0.2727,0.1538,0.0,22,39,27
Elite Tauren Chieftain,0.0,0.0,0.1111,22,39,27
Elven Archer,0.1364,0.0,0.037,22,39,27
Ethereal Arcanist,0.0,0.2564,0.0,22,39,27
Execute,0.0,0.0,1.0,22,39,27
Explosive Shot,0.0455,0.0,0.0,22,39,27
Explosive Trap,0.5,0.0,0.0,22,39,27
Faceless Manipulator,0.0,0.0,0.1111,22,39,27
Faerie Dragon,0.0,0.1026,0.0,22,39,27
Feugen,0.0,0.1282,0.037,22,39,27
Fiery War Axe,0.0,0.0,1.0,22,39,27
Fireball,0.0,0.9744,0.0,22,39,27
Flamestrike,0.0,0.8462,0.0,22,39,27
Flare,0.8182,0.0,0.0,22,39,27
Freezing Trap,0.3636,0.0,0.0,22,39,27
Frost Elemental,0.0455,0.0,0.0,22,39,27
Frost Nova,0.0,0.4615,0.0,22,39,27
Frostbolt,0.0,0.9231,0.0,22,39,27
