card,hunter_share,mage_share,warrior_share,hunter_n_elites,mage_n_elites,warrior_n_elites
Abomination,0.0,0.0,0.3333,8,18,18
Acolyte of Pain,0.375,0.2778,1.0,8,18,18
Alexstrasza,0.0,0.0,0.3333,8,18,18
Amani Berserker,0.0,0.0556,0.5,8,18,18
Ancient Brewmaster,0.0,0.0,0.0556,8,18,18
Ancient Mage,0.0,0.0,0.1111,8,18,18
Ancient Watcher,0.0,0.2778,0.0,8,18,18
Animal Companion,1.0,0.0,0.0,8,18,18
Arathi Weaponsmith,0.0,0.0,0.2778,8,18,18
Arcane Explosion,0.0,0.1111,0.0,8,18,18
Arcane Intellect,0.0,1.0,0.0,8,18,18
Arcane Missiles,0.0,1.0,0.0,8,18,18
Arcane Shot,0.5,0.0,0.0,8,18,18
Arcanite Reaper,0.0,0.0,0.1667,8,18,18
Archmage Antonidas,0.0,0.2222,0.0,8,18,18
Argent Commander,0.5,0.0,0.6111,8,18,18
Armorsmith,0.0,0.0,0.7222,8,18,18
Azure Drake,0.0,1.0,0.0,8,18,18
Baron Geddon,0.375,0.0556,0.1111,8,18,18
Battle Rage,0.0,0.0,0.1667,8,18,18
Big Game Hunter,0.0,0.0,0.2778,8,18,18
Blizzard,0.0,0.2778,0.0,8,18,18
Blood Knight,0.0,0.0556,0.0556,8,18,18
Bloodmage Thalnos,0.125,0.4444,0.0,8,18,18
Bloodsail Corsair,0.0,0.0556,0.0,8,18,18
Bloodsail Raider,0.0,0.0,0.3333,8,18,18
Bluegill Warrior,0.0,0.0556,0.0,8,18,18
Boulderfist Ogre,0.0,0.3333,0.0,8,18,18
Brawl,0.0,0.0,0.2778,8,18,18
Cairne Bloodhoof,0.0,0.0556,0.2778,8,18,18
Chillwind Yeti,0.0,0.0,0.0556,8,18,18
Cleave,0.0,0.0,0.4444,8,18,18
Coldlight Oracle,0.0,0.0,0.0556,8,18,18
Coldlight Seer,0.0,0.1111,0.0,8,18,18
Commanding Shout,0.0,0.0,0.1667,8,18,18
Crazed Alchemist,0.0,0.4444,0.0,8,18,18
Cruel Taskmaster,0.0,0.0,1.0,8,18,18
Cult Master,0.25,0.0,0.0,8,18,18
Dalaran Mage,0.0,0.2222,0.1667,8,18,18
Deadly Shot,0.375,0.0,0.0,8,18,18
Death's Bite,0.0,0.0,0.3889,8,18,18
Defender of Argus,0.0,0.0,0.1111,8,18,18
Dire Wolf Alpha,0.75,0.0556,0.0,8,18,18
Dragonling Mechanic,0.375,0.0556,0.0,8,18,18
Dread Corsair,0.0,0.2778,0.1667,8,18,18
Eaglehorn Bow,0.125,0.0,0.0,8,18,18
Earthen Ring Farseer,0.0,0.7222,0.0556,8,18,18
Elite Tauren Chieftain,0.0,0.0,0.1667,8,18,18
Execute,0.0,0.0,0.9444,8,18,18
Explosive Shot,0.5,0.0,0.0,8,18,18
Explosive Trap,1.0,0.0,0.0,8,18,18
Faceless Manipulator,0.0,0.0556,0.1111,8,18,18
Faerie Dragon,0.0,0.0,0.1667,8,18,18
Fen Creeper,0.0,0.0,0.3889,8,18,18
Fiery War Axe,0.0,0.0,0.7778,8,18,18
Fireball,0.0,1.0,0.0,8,18,18
Flamestrike,0.0,0.6111,0.0,8,18,18
Flare,0.5,0.0,0.0,8,18,18
Frostbolt,0.0,1.0,0.0,8,18,18
Frostwolf Warlord,0.0,0.2778,0.0,8,18,18
Frothing Berserker,0.0,0.0,0.3333,8,18,18
Gadgetzan Auctioneer,0.25,0.0,0.0,8,18,18
Gorehowl,0.0,0.0,0.5,8,18,18
Grimscale Oracle,0.125,0.0,0.0,8,18,18
Grommash Hellscream,0.0,0.0,0.7778,8,18,18
Gurubashi Berserker,0.5,0.0,0.0,8,18,18
Haunted Creeper,0.5,0.0556,0.0,8,18,18
Houndmaster,1.0,0.0,0.0,8,18,18
Ice Block,0.0,0.3333,0.0,8,18,18
Ice Lance,0.0,0.3889,0.0,8,18,18
Imp Master,0.0,0.1667,0.0,8,18,18
Injured Blademaster,0.0,0.1111,0.0,8,18,18
Inner Rage,0.0,0.0,0.1667,8,18,18
Ironbeak Owl,0.5,0.2778,0.0,8,18,18
Ironforge Rifleman,0.0,0.0,0.1667,8,18,18
Ironfur Grizzly,0.5,0.0,0.0,8,18,18
Jungle Panther,0.125,0.0,0.0,8,18,18
Kill Command,1.0,0.0,0.0,8,18,18
King Krush,0.125,0.0,0.0,8,18,18
Knife Juggler,0.375,0.7222,0.1111,8,18,18
Kobold Geomancer,0.125,0.2778,0.0,8,18,18
Kor'kron Elite,0.0,0.0,0.2778,8,18,18
Leeroy Jenkins,0.5,0.0,0.0,8,18,18
Leper Gnome,0.125,0.7222,0.0,8,18,18
Loatheb,0.375,0.0,0.0,8,18,18
Loot Hoarder,0.0,0.0,0.0556,8,18,18
Lord of the Arena,0.0,0.2222,0.0,8,18,18
Mad Bomber,0.125,0.0,0.0,8,18,18
Mad Scientist,1.0,0.0,0.0,8,18,18
Magma Rager,0.375,0.0,0.0,8,18,18
Mana Addict,0.0,0.1111,0.0,8,18,18
Mana Wraith,0.25,0.1111,0.0556,8,18,18
Mana Wyrm,0.0,0.7222,0.0,8,18,18
Mirror Image,0.0,0.7778,0.0,8,18,18
Mogu'shan Warden,0.0,0.0,0.0556,8,18,18
Murloc Tidecaller,0.125,0.0,0.0556,8,18,18
Murloc Warleader,0.125,0.0,0.0,8,18,18
Nightblade,0.0,0.2222,0.0,8,18,18
Novice Engineer,0.0,0.0,0.0556,8,18,18
Ogre Magi,0.0,0.0,0.1111,8,18,18
Pint-Sized Summoner,0.0,0.0,0.0556,8,18,18
Polymorph,0.0,0.2778,0.0,8,18,18
Raging Worgen,0.0,0.0556,0.2778,8,18,18
Ragnaros the Firelord,0.375,0.0,0.2778,8,18,18
Ravenholdt Assassin,0.0,0.0,0.0556,8,18,18
River Crocolisk,0.375,0.0,0.0556,8,18,18
Savannah Highmane,0.5,0.0,0.0,8,18,18
Scarlet Crusader,0.0,0.0,0.1667,8,18,18
Scavenging Hyena,0.125,0.0,0.0,8,18,18
Shattered Sun Cleric,0.0,0.1111,0.0,8,18,18
Shield Block,0.0,0.0,0.7222,8,18,18
Shield Slam,0.0,0.0,0.7222,8,18,18
