class,card,mode,mean_delta_wr,host_deltas,games_per_side
HUNTER,Starving Buzzard,removal,0.027,+0.020|+0.009|+0.061|+0.017|+0.028,2700
HUNTER,Leeroy Jenkins,removal,0.0093,-0.020|+0.044|+0.056|-0.043|+0.009,2700
MAGE,Leeroy Jenkins,removal,-0.0048,-0.004|-0.057|+0.035|-0.020|+0.022,2700
WARRIOR,Leeroy Jenkins,removal,0.0163,+0.030|+0.026|+0.002|-0.004|+0.028,2700
