card,hunter_share,mage_share,warrior_share,hunter_n_elites,mage_n_elites,warrior_n_elites
Abusive Sergeant,0.0,0.0,0.1538,9,28,13
Acidic Swamp Ooze,0.1111,0.0,0.0,9,28,13
Acolyte of Pain,0.2222,0.6071,0.8462,9,28,13
Alexstrasza,0.1111,0.3571,0.2308,9,28,13
Ancient Watcher,0.0,0.0714,0.0,9,28,13
Angry Chicken,0.0,0.0357,0.0,9,28,13
Animal Companion,0.7778,0.0,0.0,9,28,13
Arathi Weaponsmith,0.0,0.0,0.2308,9,28,13
Arcane Intellect,0.0,0.7143,0.0,9,28,13
Arcane Missiles,0.0,0.2143,0.0,9,28,13
Arcane Shot,0.2222,0.0,0.0,9,28,13
Arcanite Reaper,0.0,0.0,0.3846,9,28,13
Archmage,0.0,0.1071,0.0,9,28,13
Archmage Antonidas,0.0,0.0714,0.0,9,28,13
Argent Commander,0.0,0.0,0.3077,9,28,13
Argent Squire,0.0,0.0714,0.0769,9,28,13
Armorsmith,0.0,0.0,0.7692,9,28,13
Azure Drake,0.1111,0.4286,0.1538,9,28,13
Baron Geddon,0.1111,0.0,0.5385,9,28,13
Battle Rage,0.0,0.0,0.0769,9,28,13
Bestial Wrath,0.1111,0.0,0.0,9,28,13
Big Game Hunter,0.0,0.0,0.3846,9,28,13
Blizzard,0.0,0.5,0.0,9,28,13
Bloodfen Raptor,0.0,0.0714,0.0,9,28,13
Bloodmage Thalnos,0.1111,0.3571,0.0,9,28,13
Bloodsail Raider,0.0,0.0,0.2308,9,28,13
Brawl,0.0,0.0,0.5385,9,28,13
Cairne Bloodhoof,0.0,0.2857,0.6154,9,28,13
Charge,0.0,0.0,0.0769,9,28,13
Chillwind Yeti,0.0,0.0714,0.0,9,28,13
Cleave,0.0,0.0,0.4615,9,28,13
Coldlight Oracle,0.0,0.1071,0.0,9,28,13
Coldlight Seer,0.0,0.0714,0.0,9,28,13
Cone of Cold,0.0,0.25,0.0,9,28,13
Counterspell,0.0,0.3571,0.0,9,28,13
Cruel Taskmaster,0.0,0.0,0.8462,9,28,13
Cult Master,0.2222,0.0714,0.0769,9,28,13
Dancing Swords,0.1111,0.0,0.0,9,28,13
Dark Iron Dwarf,0.0,0.0714,0.1538,9,28,13
Deadly Shot,0.3333,0.0,0.0,9,28,13
Death's Bite,0.0,0.0,0.6923,9,28,13
Deathlord,0.0,0.0357,0.0,9,28,13
Defender of Argus,0.0,0.1071,0.1538,9,28,13
Dire Wolf Alpha,0.0,0.0,0.0769,9,28,13
Doomsayer,0.0,0.2143,0.0,9,28,13
Dread Corsair,0.2222,0.0714,0.0769,9,28,13
Duplicate,0.0,0.1786,0.0,9,28,13
Eaglehorn Bow,0.8889,0.0,0.0,9,28,13
Elven Archer,0.1111,0.0,0.0,9,28,13
Ethereal Arcanist,0.0,0.0357,0.0,9,28,13
Execute,0.0,0.0,0.8462,9,28,13
Explosive Shot,0.1111,0.0,0.0,9,28,13
Explosive Trap,0.5556,0.0,0.0,9,28,13
Faceless Manipulator,0.0,0.0,0.0769,9,28,13
Faerie Dragon,0.0,0.1071,0.1538,9,28,13
Feugen,0.0,0.0,0.3077,9,28,13
Fiery War Axe,0.0,0.0,1.0,9,28,13
Fireball,0.0,0.7143,0.0,9,28,13
Flamestrike,0.0,0.8571,0.0,9,28,13
Flare,0.5556,0.0,0.0,9,28,13
Flesheating Ghoul,0.0,0.0357,0.0,9,28,13
Freezing Trap,0.6667,0.0,0.0,9,28,13
Frost Nova,0.0,0.2143,0.0,9,28,13
Frostbolt,0.0,1.0,0.0,9,28,13
Frothing Berserker,0.0,0.0,0.1538,9,28,13
Gadgetzan Auctioneer,0.1111,0.0714,0.0,9,28,13
