card,hunter_share,mage_share,warrior_share,hunter_n_elites,mage_n_elites,warrior_n_elites
Abomination,0.0,0.037,0.0667,7,27,15
Abusive Sergeant,0.0,0.1111,0.0,7,27,15
Acidic Swamp Ooze,0.4286,0.0,0.2,7,27,15
Acolyte of Pain,0.0,0.3704,0.8,7,27,15
Alexstrasza,0.0,0.037,0.1333,7,27,15
Amani Berserker,0.0,0.4444,0.4667,7,27,15
Ancient Mage,0.0,0.1481,0.0,7,27,15
Animal Companion,1.0,0.0,0.0,7,27,15
Arathi Weaponsmith,0.0,0.0,0.3333,7,27,15
Arcane Explosion,0.0,0.3333,0.0,7,27,15
Arcane Golem,0.0,0.037,0.0,7,27,15
Arcane Intellect,0.0,0.4815,0.0,7,27,15
Arcane Missiles,0.0,0.5185,0.0,7,27,15
Arcanite Reaper,0.0,0.0,0.1333,7,27,15
Archmage Antonidas,0.0,0.2222,0.0,7,27,15
Argent Commander,0.2857,0.0,0.1333,7,27,15
Armorsmith,0.0,0.0,0.6667,7,27,15
Azure Drake,0.1429,0.2593,0.0,7,27,15
Baron Geddon,0.0,0.0,0.2667,7,27,15
Baron Rivendare,0.0,0.0741,0.0,7,27,15
Big Game Hunter,0.0,0.0,0.1333,7,27,15
Blizzard,0.0,0.5926,0.0,7,27,15
Blood Knight,0.0,0.0,0.2667,7,27,15
Bloodfen Raptor,1.0,0.0,0.0,7,27,15
Bloodmage Thalnos,0.4286,0.4444,0.0,7,27,15
Bluegill Warrior,0.0,0.037,0.0,7,27,15
Booty Bay Bodyguard,1.0,0.037,0.0,7,27,15
Boulderfist Ogre,0.4286,0.1852,0.0,7,27,15
Brawl,0.0,0.0,0.2667,7,27,15
Cairne Bloodhoof,0.0,0.2963,0.1333,7,27,15
Chillwind Yeti,0.0,0.1852,0.0,7,27,15
Cleave,0.0,0.0,0.2667,7,27,15
Coldlight Seer,0.0,0.037,0.0,7,27,15
Commanding Shout,0.0,0.0,0.0667,7,27,15
Cone of Cold,0.0,0.1852,0.0,7,27,15
Crazed Alchemist,0.0,0.037,0.0,7,27,15
Cruel Taskmaster,0.0,0.0,0.8,7,27,15
Cult Master,0.0,0.1481,0.1333,7,27,15
Dalaran Mage,0.0,0.0,0.0667,7,27,15
Dark Iron Dwarf,0.0,0.0,0.1333,7,27,15
Deadly Shot,1.0,0.0,0.0,7,27,15
Death's Bite,0.0,0.0,0.8667,7,27,15
Deathlord,0.0,0.0,0.0667,7,27,15
Defender of Argus,0.0,0.037,0.3333,7,27,15
Demolisher,0.0,0.2593,0.0,7,27,15
Doomsayer,0.0,0.2593,0.0,7,27,15
Dragonling Mechanic,0.0,0.1481,0.0,7,27,15
Dread Corsair,0.0,0.2222,0.2,7,27,15
Eaglehorn Bow,0.5714,0.0,0.0,7,27,15
Echoing Ooze,0.1429,0.0741,0.0,7,27,15
Elite Tauren Chieftain,0.0,0.0741,0.2,7,27,15
Elven Archer,0.0,0.0,0.0667,7,27,15
Emperor Cobra,0.0,0.0,0.1333,7,27,15
Execute,0.0,0.0,0.6667,7,27,15
Explosive Trap,0.5714,0.0,0.0,7,27,15
Faceless Manipulator,0.0,0.0,0.2667,7,27,15
Faerie Dragon,0.0,0.0,0.2,7,27,15
Fen Creeper,0.0,0.0,0.2,7,27,15
Feugen,0.0,0.2222,0.0,7,27,15
Fiery War Axe,0.0,0.0,0.7333,7,27,15
Fireball,0.0,0.6667,0.0,7,27,15
Flamestrike,0.0,0.4815,0.0,7,27,15
Flesheating Ghoul,0.2857,0.1481,0.0,7,27,15
