card,hunter_share,mage_share,warrior_share,hunter_n_elites,mage_n_elites,warrior_n_elites
Abomination,0.0,0.0256,0.125,14,39,24
Abusive Sergeant,0.0,0.1282,0.0,14,39,24
Acidic Swamp Ooze,0.0,0.1026,0.0,14,39,24
Acolyte of Pain,0.2857,0.2051,0.8333,14,39,24
Alexstrasza,0.0,0.4359,0.625,14,39,24
Amani Berserker,0.0,0.1795,0.0417,14,39,24
Ancient Watcher,0.0,0.0,0.0833,14,39,24
Animal Companion,0.6429,0.0,0.0,14,39,24
Arathi Weaponsmith,0.0,0.0,0.1667,14,39,24
Arcane Explosion,0.0,0.1538,0.0,14,39,24
Arcane Golem,0.0,0.0,0.0417,14,39,24
Arcane Intellect,0.0,0.7179,0.0,14,39,24
Arcane Missiles,0.0,0.5641,0.0,14,39,24
Arcane Shot,0.3571,0.0,0.0,14,39,24
Arcanite Reaper,0.0,0.0,0.3333,14,39,24
Archmage,0.0,0.1026,0.0,14,39,24
Archmage Antonidas,0.0,0.1026,0.0,14,39,24
Argent Commander,0.1429,0.0,0.375,14,39,24
Argent Squire,0.2143,0.0,0.0,14,39,24
Armorsmith,0.0,0.0,0.5833,14,39,24
Azure Drake,0.1429,0.1282,0.0,14,39,24
Baron Geddon,0.0,0.0,0.1667,14,39,24
Battle Rage,0.0,0.0,0.0833,14,39,24
Big Game Hunter,0.0,0.1282,0.0,14,39,24
Blizzard,0.0,0.359,0.0,14,39,24
Bloodfen Raptor,0.0,0.1026,0.0,14,39,24
Bloodmage Thalnos,0.0,0.3077,0.0,14,39,24
Bloodsail Corsair,0.0,0.1026,0.0,14,39,24
Bloodsail Raider,0.0,0.1795,0.1667,14,39,24
Bluegill Warrior,0.2143,0.0513,0.0,14,39,24
Booty Bay Bodyguard,0.0,0.0513,0.0,14,39,24
Brawl,0.0,0.0,0.125,14,39,24
Cairne Bloodhoof,0.0,0.0,0.375,14,39,24
Charge,0.0,0.0,0.1667,14,39,24
Cleave,0.0,0.0,0.5,14,39,24
Coldlight Oracle,0.0,0.1026,0.0,14,39,24
Cone of Cold,0.0,0.2564,0.0,14,39,24
Counterspell,0.0,0.2564,0.0,14,39,24
Crazed Alchemist,0.0,0.0,0.0417,14,39,24
Cruel Taskmaster,0.0,0.0,1.0,14,39,24
Cult Master,0.0714,0.0,0.1667,14,39,24
Dancing Swords,0.0,0.0256,0.0,14,39,24
Dark Iron Dwarf,0.0,0.0256,0.0,14,39,24
Darkscale Healer,0.0714,0.0769,0.0,14,39,24
Deadly Shot,0.5,0.0,0.0,14,39,24
Death's Bite,0.0,0.0,0.7083,14,39,24
Deathlord,0.0,0.1538,0.0,14,39,24
Defender of Argus,0.5,0.1538,0.0,14,39,24
Dire Wolf Alpha,0.0,0.1538,0.0,14,39,24
Doomsayer,0.1429,0.2308,0.0,14,39,24
Dragonling Mechanic,0.0,0.1795,0.0,14,39,24
Dread Corsair,0.0,0.1795,0.1667,14,39,24
Duplicate,0.0,0.0513,0.0,14,39,24
Eaglehorn Bow,0.7857,0.0,0.0,14,39,24
Earthen Ring Farseer,0.2857,0.0256,0.0833,14,39,24
Echoing Ooze,0.0,0.0513,0.0833,14,39,24
Elven Archer,0.0,0.0256,0.0417,14,39,24
Ethereal Arcanist,0.0,0.2564,0.0,14,39,24
Execute,0.0,0.0,0.5,14,39,24
Explosive Trap,0.4286,0.0,0.0,14,39,24
Faceless Manipulator,0.0,0.0769,0.625,14,39,24
Faerie Dragon,0.0,0.0256,0.125,14,39,24
Feugen,0.0,0.1026,0.25,14,39,24
Fiery War Axe,0.0,0.0,1.0,14,39,24
Fireball,0.0,0.8974,0.0,14,39,24
