card,hunter_share,mage_share,warrior_share,hunter_n_elites,mage_n_elites,warrior_n_elites
Acidic Swamp Ooze,0.4444,0.2,0.2667,9,20,15
Acolyte of Pain,0.0,0.25,0.4667,9,20,15
Alexstrasza,0.0,0.5,0.4,9,20,15
Amani Berserker,0.0,0.3,0.2667,9,20,15
Ancient Brewmaster,0.0,0.0,0.2667,9,20,15
Ancient Watcher,0.0,0.0,0.0667,9,20,15
Angry Chicken,0.0,0.05,0.0,9,20,15
Animal Companion,1.0,0.0,0.0,9,20,15
Arathi Weaponsmith,0.0,0.0,0.3333,9,20,15
Arcane Explosion,0.0,0.2,0.0,9,20,15
Arcane Golem,0.1111,0.0,0.0667,9,20,15
Arcane Intellect,0.0,0.8,0.0,9,20,15
Arcane Missiles,0.0,0.35,0.0,9,20,15
Arcane Shot,0.4444,0.0,0.0,9,20,15
Arcanite Reaper,0.0,0.0,0.3333,9,20,15
Archmage Antonidas,0.0,0.3,0.0,9,20,15
Argent Commander,0.0,0.2,0.4,9,20,15
Argent Squire,0.0,0.15,0.0,9,20,15
Armorsmith,0.0,0.0,0.4667,9,20,15
Azure Drake,0.0,0.55,0.0,9,20,15
Baron Geddon,0.3333,0.1,0.1333,9,20,15
Battle Rage,0.0,0.0,0.0667,9,20,15
Blizzard,0.0,0.6,0.0,9,20,15
Bloodmage Thalnos,0.0,0.55,0.1333,9,20,15
Bloodsail Raider,0.0,0.0,0.6,9,20,15
Bluegill Warrior,0.2222,0.1,0.0,9,20,15
Boulderfist Ogre,0.0,0.05,0.2667,9,20,15
Brawl,0.0,0.0,0.3333,9,20,15
Cairne Bloodhoof,0.0,0.1,0.3333,9,20,15
Chillwind Yeti,0.0,0.1,0.0,9,20,15
Cleave,0.0,0.0,0.1333,9,20,15
Cone of Cold,0.0,0.2,0.0,9,20,15
Counterspell,0.0,0.05,0.0,9,20,15
Cruel Taskmaster,0.0,0.0,0.4667,9,20,15
Cult Master,0.2222,0.05,0.0,9,20,15
Dark Iron Dwarf,0.0,0.05,0.4,9,20,15
Deadly Shot,0.4444,0.0,0.0,9,20,15
Deathlord,0.0,0.05,0.0,9,20,15
Defender of Argus,0.0,0.3,0.2667,9,20,15
Dire Wolf Alpha,0.0,0.1,0.2,9,20,15
Doomsayer,0.0,0.5,0.0,9,20,15
Dread Corsair,0.3333,0.0,0.0,9,20,15
Duplicate,0.0,0.05,0.0,9,20,15
Eaglehorn Bow,1.0,0.0,0.0,9,20,15
Earthen Ring Farseer,0.0,0.2,0.0,9,20,15
Elven Archer,0.0,0.0,0.4,9,20,15
Ethereal Arcanist,0.0,0.1,0.0,9,20,15
Execute,0.0,0.0,0.8,9,20,15
Explosive Trap,0.8889,0.0,0.0,9,20,15
Faceless Manipulator,0.0,0.35,0.2,9,20,15
Faerie Dragon,0.0,0.1,0.0,9,20,15
Fiery War Axe,0.0,0.0,0.9333,9,20,15
Fireball,0.0,0.95,0.0,9,20,15
Flamestrike,0.0,0.55,0.0,9,20,15
Flare,0.8889,0.0,0.0,9,20,15
Freezing Trap,0.5556,0.0,0.0,9,20,15
Frost Nova,0.0,0.55,0.0,9,20,15
Frostbolt,0.0,0.95,0.0,9,20,15
Frostwolf Grunt,0.0,0.05,0.0,9,20,15
Frothing Berserker,0.0,0.0,0.7333,9,20,15
Gadgetzan Auctioneer,0.0,0.05,0.0,9,20,15
Gladiator's Longbow,0.1111,0.0,0.0,9,20,15
Goldshire Footman,0.0,0.05,0.0,9,20,15
Gorehowl,0.0,0.0,0.2667,9,20,15
Grommash Hellscream,0.0,0.0,0.4667,9,20,15
Gurubashi Berserker,0.0,0.0,0.0667,9,20,15
Harrison Jones,0.0,0.0,0.1333,9,20,15
Harvest Golem,0.0,0.05,0.4667,9,20,15
Haunted Creeper,0.4444,0.0,0.1333,9,20,15
Heroic Strike,0.0,0.0,0.1333,9,20,15
Houndmaster,0.5556,0.0,0.0,9,20,15
Hunter's Mark,1.0,0.0,0.0,9,20,15
Ice Barrier,0.0,0.35,0.0,9,20,15
Ice Block,0.0,0.55,0.0,9,20,15
Ice Lance,0.0,0.45,0.0,9,20,15
Imp Master,0.1111,0.0,0.0,9,20,15
Injured Blademaster,0.1111,0.0,0.0,9,20,15
Inner Rage,0.0,0.0,0.3333,9,20,15
Ironbeak Owl,0.2222,0.0,0.2667,9,20,15
Ironfur Grizzly,0.0,0.1,0.0,9,20,15
Jungle Panther,0.0,0.05,0.0,9,20,15
Kel'Thuzad,0.0,0.0,0.1333,9,20,15
Kill Command,1.0,0.0,0.0,9,20,15
Knife Juggler,0.0,0.1,0.3333,9,20,15
Kobold Geomancer,0.0,0.2,0.0,9,20,15
Kor'kron Elite,0.0,0.0,0.5333,9,20,15
Leeroy Jenkins,0.8889,0.1,0.1333,9,20,15
Leper Gnome,0.4444,0.1,0.4,9,20,15
Loatheb,0.0,0.25,0.0,9,20,15
Loot Hoarder,0.3333,0.4,0.0,9,20,15
Lord of the Arena,0.0,0.05,0.0,9,20,15
Lorewalker Cho,0.2222,0.0,0.0,9,20,15
Mad Bomber,0.0,0.0,0.2,9,20,15
Mad Scientist,0.0,0.05,0.0,9,20,15
Magma Rager,0.0,0.1,0.0,9,20,15
Mana Wyrm,0.0,0.35,0.0,9,20,15
Master Swordsmith,0.1111,0.0,0.2,9,20,15
Millhouse Manastorm,0.0,0.2,0.0,9,20,15
Mind Control Tech,0.0,0.0,0.2,9,20,15
Mirror Entity,0.0,0.05,0.0,9,20,15
Mirror Image,0.0,0.7,0.0,9,20,15
Misdirection,0.1111,0.0,0.0,9,20,15
Mogu'shan Warden,0.0,0.3,0.0,9,20,15
Molten Giant,0.0,0.2,0.0,9,20,15
Mortal Strike,0.0,0.0,0.2667,9,20,15
Mountain Giant,0.0,0.2,0.0,9,20,15
Murloc Tidecaller,0.0,0.0,0.1333,9,20,15
Nightblade,0.0,0.1,0.0667,9,20,15
Novice Engineer,0.0,0.5,0.1333,9,20,15
Ogre Magi,0.0,0.05,0.0,9,20,15
Polymorph,0.0,0.5,0.0,9,20,15
Pyroblast,0.0,0.4,0.0,9,20,15
Raging Worgen,0.0,0.05,0.2667,9,20,15
Ragnaros the Firelord,0.0,0.25,0.4,9,20,15
Rampage,0.0,0.0,0.0667,9,20,15
Ravenholdt Assassin,0.0,0.15,0.0,9,20,15
Razorfen Hunter,0.0,0.05,0.0,9,20,15
River Crocolisk,0.2222,0.0,0.0,9,20,15
Savannah Highmane,0.4444,0.0,0.0,9,20,15
Scarlet Crusader,0.0,0.0,0.2667,9,20,15
Scavenging Hyena,0.5556,0.0,0.0,9,20,15
Secretkeeper,0.3333,0.0,0.0,9,20,15
Sen'jin Shieldmasta,0.0,0.0,0.2667,9,20,15
Shattered Sun Cleric,0.0,0.1,0.2667,9,20,15
Shield Block,0.0,0.0,0.4667,9,20,15
Shield Slam,0.0,0.0,0.4,9,20,15
Shieldbearer,0.0,0.05,0.2667,9,20,15
Slam,0.0,0.0,0.4667,9,20,15
Sludge Belcher,0.0,0.2,0.2,9,20,15
Snake Trap,0.2222,0.0,0.0,9,20,15
Sorcerer's Apprentice,0.0,0.35,0.0,9,20,15
Southsea Captain,0.0,0.0,0.0667,9,20,15
Spellbender,0.0,0.05,0.0,9,20,15
Spellbreaker,0.3333,0.0,0.0,9,20,15
Stalagg,0.0,0.1,0.0,9,20,15
Stampeding Kodo,0.5556,0.15,0.0,9,20,15
Starving Buzzard,1.0,0.0,0.0,9,20,15
Stonetusk Boar,0.7778,0.0,0.0,9,20,15
Stormpike Commando,0.0,0.3,0.0,9,20,15
Stormwind Champion,0.2222,0.0,0.0,9,20,15
Stranglethorn Tiger,0.0,0.05,0.0,9,20,15
Sunfury Protector,0.0,0.05,0.0,9,20,15
Sunwalker,0.0,0.1,0.0,9,20,15
Sylvanas Windrunner,0.0,0.05,0.1333,9,20,15
The Black Knight,0.0,0.3,0.0667,9,20,15
Timber Wolf,1.0,0.0,0.0,9,20,15
Tracking,0.2222,0.0,0.0,9,20,15
Unleash the Hounds,1.0,0.0,0.0,9,20,15
Vaporize,0.0,0.05,0.0,9,20,15
Violet Teacher,0.0,0.05,0.0,9,20,15
Warsong Commander,0.0,0.0,0.7333,9,20,15
Water Elemental,0.0,0.35,0.0,9,20,15
Whirlwind,0.0,0.0,0.4667,9,20,15
Wild Pyromancer,0.0,0.1,0.0,9,20,15
Wisp,0.0,0.0,0.0667,9,20,15
Wolfrider,0.0,0.1,0.0,9,20,15
Worgen Infiltrator,0.0,0.0,0.1333,9,20,15
Ysera,0.0,0.1,0.2667,9,20,15
Zombie Chow,0.0,0.0,0.0667,9,20,15
