card,hunter_share,mage_share,warrior_share,hunter_n_elites,mage_n_elites,warrior_n_elites
Abomination,0.0,0.0,0.3077,9,18,26
Abusive Sergeant,0.0,0.0556,0.0,9,18,26
Acidic Swamp Ooze,0.0,0.0556,0.0,9,18,26
Acolyte of Pain,0.4444,0.2222,0.8462,9,18,26
Alarm-o-Bot,0.0,0.0556,0.0,9,18,26
Alexstrasza,0.0,0.0556,0.2308,9,18,26
Amani Berserker,0.0,0.0556,0.5769,9,18,26
Ancient Brewmaster,0.0,0.0556,0.0,9,18,26
Ancient Watcher,0.0,0.1667,0.0769,9,18,26
Animal Companion,1.0,0.0,0.0,9,18,26
Arathi Weaponsmith,0.0,0.0,0.3077,9,18,26
Arcane Explosion,0.0,0.2222,0.0,9,18,26
Arcane Golem,0.0,0.0556,0.0,9,18,26
Arcane Intellect,0.0,0.9444,0.0,9,18,26
Arcane Missiles,0.0,0.9444,0.0,9,18,26
Arcane Shot,0.5556,0.0,0.0,9,18,26
Arcanite Reaper,0.0,0.0,0.1923,9,18,26
Archmage Antonidas,0.0,0.5556,0.0,9,18,26
Argent Commander,0.4444,0.1667,0.5769,9,18,26
Argent Squire,0.0,0.1111,0.0,9,18,26
Armorsmith,0.0,0.0,0.6923,9,18,26
Azure Drake,0.0,0.9444,0.0769,9,18,26
Baron Geddon,0.0,0.1111,0.1923,9,18,26
Baron Rivendare,0.0,0.0,0.0769,9,18,26
Battle Rage,0.0,0.0,0.2308,9,18,26
Big Game Hunter,0.0,0.0,0.2692,9,18,26
Blizzard,0.0,0.1667,0.0,9,18,26
Blood Knight,0.0,0.0,0.1538,9,18,26
Bloodfen Raptor,0.0,0.1667,0.0,9,18,26
Bloodmage Thalnos,0.0,0.6111,0.0,9,18,26
Bloodsail Raider,0.0,0.0,0.4231,9,18,26
Booty Bay Bodyguard,0.0,0.0556,0.0,9,18,26
Boulderfist Ogre,0.0,0.4444,0.0,9,18,26
Brawl,0.0,0.0,0.2692,9,18,26
Cairne Bloodhoof,0.1111,0.0,0.2308,9,18,26
Cleave,0.0,0.0,0.4231,9,18,26
Coldlight Oracle,0.0,0.0,0.0385,9,18,26
Commanding Shout,0.0,0.0,0.0769,9,18,26
Core Hound,0.0,0.0556,0.0,9,18,26
Crazed Alchemist,0.0,0.5556,0.0,9,18,26
Cruel Taskmaster,0.0,0.0,1.0,9,18,26
Cult Master,0.0,0.1111,0.0,9,18,26
Dalaran Mage,0.0,0.0,0.1154,9,18,26
Deadly Shot,0.3333,0.0,0.0,9,18,26
Death's Bite,0.0,0.0,0.3462,9,18,26
Dire Wolf Alpha,0.8889,0.0556,0.0,9,18,26
Dread Corsair,0.0,0.1111,0.2308,9,18,26
Eaglehorn Bow,0.4444,0.0,0.0,9,18,26
Earthen Ring Farseer,0.0,0.6111,0.0,9,18,26
Echoing Ooze,0.0,0.0,0.0385,9,18,26
Elite Tauren Chieftain,0.0,0.0,0.1154,9,18,26
Execute,0.0,0.0,0.8462,9,18,26
Explosive Shot,0.4444,0.0,0.0,9,18,26
Explosive Trap,0.8889,0.0,0.0,9,18,26
Faceless Manipulator,0.0,0.0556,0.0769,9,18,26
Faerie Dragon,0.0,0.0556,0.1923,9,18,26
Fen Creeper,0.0,0.0,0.1923,9,18,26
Feugen,0.0,0.0556,0.0,9,18,26
Fiery War Axe,0.0,0.0,0.9615,9,18,26
Fireball,0.0,0.9444,0.0,9,18,26
Flamestrike,0.0,0.6111,0.0,9,18,26
Flare,0.3333,0.0,0.0,9,18,26
Freezing Trap,0.1111,0.0,0.0,9,18,26
Frostbolt,0.0,1.0,0.0,9,18,26
Frostwolf Warlord,0.0,0.1111,0.0,9,18,26
Frothing Berserker,0.0,0.0,0.4231,9,18,26
Gadgetzan Auctioneer,0.3333,0.0,0.0,9,18,26
Goldshire Footman,0.0,0.0,0.0385,9,18,26
Gorehowl,0.0,0.0,0.5385,9,18,26
Grommash Hellscream,0.0,0.0,0.8846,9,18,26
Harvest Golem,0.0,0.1111,0.0,9,18,26
Haunted Creeper,0.2222,0.0,0.0,9,18,26
Houndmaster,1.0,0.0,0.0,9,18,26
Hunter's Mark,0.1111,0.0,0.0,9,18,26
Ice Block,0.0,0.3333,0.0,9,18,26
Ice Lance,0.0,0.2222,0.0,9,18,26
Injured Blademaster,0.0,0.0556,0.0,9,18,26
Inner Rage,0.0,0.0,0.1923,9,18,26
Ironbeak Owl,0.6667,0.1667,0.0,9,18,26
Ironforge Rifleman,0.0,0.0,0.0385,9,18,26
Ironfur Grizzly,0.4444,0.0,0.0,9,18,26
Jungle Panther,0.2222,0.0,0.0,9,18,26
Kill Command,1.0,0.0,0.0,9,18,26
Knife Juggler,0.0,0.6667,0.0385,9,18,26
Kobold Geomancer,0.3333,0.2222,0.0,9,18,26
Kor'kron Elite,0.0,0.0,0.3077,9,18,26
Leeroy Jenkins,0.4444,0.1111,0.0385,9,18,26
Leper Gnome,0.5556,0.6667,0.1154,9,18,26
Loatheb,0.3333,0.0,0.0,9,18,26
Loot Hoarder,0.0,0.0556,0.0385,9,18,26
Lord of the Arena,0.0,0.1111,0.0,9,18,26
Mad Bomber,0.0,0.0,0.0385,9,18,26
Mad Scientist,0.7778,0.0556,0.0385,9,18,26
Maexxna,0.0,0.0,0.0385,9,18,26
Mana Addict,0.0,0.1111,0.0,9,18,26
Mana Wraith,0.0,0.1111,0.0,9,18,26
Mana Wyrm,0.0,0.7778,0.0,9,18,26
Millhouse Manastorm,0.1111,0.0,0.0,9,18,26
Mind Control Tech,0.0,0.0,0.0385,9,18,26
Mirror Image,0.0,0.8333,0.0,9,18,26
Mountain Giant,0.0,0.0556,0.0,9,18,26
Murloc Tidecaller,0.5556,0.0,0.1538,9,18,26
Murloc Warleader,0.3333,0.0,0.0,9,18,26
Nerub'ar Weblord,0.0,0.0,0.0385,9,18,26
Novice Engineer,0.4444,0.0,0.0,9,18,26
Nozdormu,0.0,0.1111,0.0,9,18,26
Oasis Snapjaw,0.5556,0.0,0.0,9,18,26
Ogre Magi,0.0,0.0,0.0769,9,18,26
Polymorph,0.0,0.3889,0.0,9,18,26
Priestess of Elune,0.0,0.0,0.0769,9,18,26
Pyroblast,0.0,0.1667,0.0,9,18,26
Raging Worgen,0.0,0.0556,0.3077,9,18,26
Ragnaros the Firelord,0.0,0.0,0.3462,9,18,26
Reckless Rocketeer,0.0,0.0,0.0385,9,18,26
River Crocolisk,0.5556,0.0,0.0,9,18,26
Savannah Highmane,0.5556,0.0,0.0,9,18,26
Scarlet Crusader,0.0,0.0,0.0385,9,18,26
Scavenging Hyena,0.4444,0.0,0.0,9,18,26
Secretkeeper,0.0,0.0,0.0385,9,18,26
Shade of Naxxramas,0.1111,0.0,0.0769,9,18,26
Shattered Sun Cleric,0.0,0.0556,0.0769,9,18,26
Shield Block,0.0,0.0,0.7308,9,18,26
Shield Slam,0.0,0.0,0.6923,9,18,26
Silver Hand Knight,0.3333,0.3889,0.0769,9,18,26
Silverback Patriarch,0.1111,0.0,0.0,9,18,26
Slam,0.0,0.0,0.8846,9,18,26
Sludge Belcher,0.3333,0.7222,0.1154,9,18,26
Snake Trap,0.4444,0.0,0.0,9,18,26
Sorcerer's Apprentice,0.0,0.8333,0.0,9,18,26
Southsea Captain,0.0,0.0556,0.0,9,18,26
Southsea Deckhand,0.0,0.0,0.0385,9,18,26
Spiteful Smith,0.0,0.0556,0.0769,9,18,26
Stampeding Kodo,0.4444,0.0,0.0,9,18,26
Starving Buzzard,0.6667,0.0,0.0,9,18,26
Stoneskin Gargoyle,0.0,0.0556,0.0,9,18,26
Stonetusk Boar,0.6667,0.0,0.0,9,18,26
Stranglethorn Tiger,0.3333,0.0,0.0,9,18,26
Sunfury Protector,0.0,0.1667,0.3462,9,18,26
Sunwalker,0.0,0.0,0.0769,9,18,26
Sylvanas Windrunner,0.0,0.1111,0.0,9,18,26
Tauren Warrior,0.0,0.0,0.0385,9,18,26
The Black Knight,0.0,0.0,0.6154,9,18,26
Thrallmar Farseer,0.0,0.0556,0.0,9,18,26
Timber Wolf,0.5556,0.0,0.0,9,18,26
Tinkmaster Overspark,0.0,0.0,0.0385,9,18,26
Tracking,0.4444,0.0,0.0,9,18,26
Tundra Rhino,1.0,0.0,0.0,9,18,26
Twilight Drake,0.1111,0.0,0.2308,9,18,26
Unleash the Hounds,0.1111,0.0,0.0,9,18,26
Upgrade!,0.0,0.0,0.1538,9,18,26
Violet Teacher,0.2222,0.1667,0.0,9,18,26
Voodoo Doctor,0.0,0.1111,0.0,9,18,26
Wailing Soul,0.1111,0.0,0.0,9,18,26
War Golem,0.0,0.0,0.0769,9,18,26
Warsong Commander,0.0,0.0,0.1154,9,18,26
Water Elemental,0.0,0.9444,0.0,9,18,26
Webspinner,0.1111,0.0,0.0,9,18,26
Whirlwind,0.0,0.0,0.7308,9,18,26
Wild Pyromancer,0.3333,0.0,0.6154,9,18,26
Wisp,0.0,0.0,0.0385,9,18,26
Worgen Infiltrator,0.0,0.0556,0.0,9,18,26
Young Priestess,0.0,0.0,0.0385,9,18,26
Ysera,0.0,0.1667,0.0769,9,18,26
