card,hunter_share,mage_share,warrior_share,hunter_n_elites,mage_n_elites,warrior_n_elites
Abomination,0.0,0.1579,0.0,13,19,28
Abusive Sergeant,0.0,0.0,0.1071,13,19,28
Acidic Swamp Ooze,0.0,0.0526,0.0357,13,19,28
Acolyte of Pain,0.4615,0.2632,0.3929,13,19,28
Alexstrasza,0.4615,0.1053,0.3214,13,19,28
Amani Berserker,0.0,0.1053,0.0714,13,19,28
Ancient Brewmaster,0.0,0.0,0.1429,13,19,28
Animal Companion,0.3077,0.0,0.0,13,19,28
Arathi Weaponsmith,0.0,0.0,0.1429,13,19,28
Arcane Explosion,0.0,0.1579,0.0,13,19,28
Arcane Intellect,0.0,0.5263,0.0,13,19,28
Arcane Missiles,0.0,0.6842,0.0,13,19,28
Arcane Shot,0.3077,0.0,0.0,13,19,28
Arcanite Reaper,0.0,0.0,0.1429,13,19,28
Archmage Antonidas,0.0,0.1579,0.0,13,19,28
Argent Commander,0.0,0.0,0.2857,13,19,28
Argent Squire,0.0769,0.0,0.2857,13,19,28
Armorsmith,0.0,0.0,0.6071,13,19,28
Azure Drake,0.0769,0.5789,0.3929,13,19,28
Baron Geddon,0.3077,0.2632,0.0714,13,19,28
Baron Rivendare,0.0,0.0,0.0357,13,19,28
Battle Rage,0.0,0.0,0.25,13,19,28
Big Game Hunter,0.0,0.0,0.1071,13,19,28
Blizzard,0.0,0.6842,0.0,13,19,28
Blood Knight,0.0,0.0,0.0357,13,19,28
Bloodfen Raptor,0.0,0.0,0.0357,13,19,28
Bloodmage Thalnos,0.0,0.3158,0.0,13,19,28
Bloodsail Raider,0.0,0.0,0.1786,13,19,28
Bluegill Warrior,0.0769,0.0,0.0,13,19,28
Boulderfist Ogre,0.0,0.5789,0.0,13,19,28
Brawl,0.0,0.0,0.5714,13,19,28
Cairne Bloodhoof,0.3077,0.1579,0.2143,13,19,28
Charge,0.0,0.0,0.2143,13,19,28
Chillwind Yeti,0.1538,0.1579,0.0714,13,19,28
Cleave,0.0,0.0,0.4643,13,19,28
Coldlight Oracle,0.0,0.0,0.25,13,19,28
Cone of Cold,0.0,0.5789,0.0,13,19,28
Counterspell,0.0,0.5263,0.0,13,19,28
Cruel Taskmaster,0.0,0.0,0.8571,13,19,28
Cult Master,0.0,0.0526,0.1429,13,19,28
Dalaran Mage,0.0,0.0526,0.0357,13,19,28
Deadly Shot,0.6154,0.0,0.0,13,19,28
Death's Bite,0.0,0.0,0.4286,13,19,28
Deathlord,0.3077,0.0,0.0,13,19,28
Defender of Argus,0.0769,0.0526,0.0714,13,19,28
Demolisher,0.1538,0.0,0.0,13,19,28
Dire Wolf Alpha,0.0,0.1579,0.1429,13,19,28
Doomsayer,0.0,0.0,0.0714,13,19,28
Dread Corsair,0.0,0.0,0.0357,13,19,28
Duplicate,0.0,0.0526,0.0,13,19,28
Eaglehorn Bow,0.9231,0.0,0.0,13,19,28
Earthen Ring Farseer,0.0769,0.0,0.1429,13,19,28
Elven Archer,0.0,0.0526,0.2143,13,19,28
Ethereal Arcanist,0.0,0.1053,0.0,13,19,28
Execute,0.0,0.0,0.7857,13,19,28
