card,hunter_share,mage_share,warrior_share,hunter_n_elites,mage_n_elites,warrior_n_elites
Abomination,0.1,0.0294,0.0,10,34,19
Abusive Sergeant,0.2,0.0,0.0526,10,34,19
Acolyte of Pain,0.0,0.3824,0.7895,10,34,19
Alexstrasza,0.0,0.3529,0.2632,10,34,19
Amani Berserker,0.0,0.0,0.2105,10,34,19
Ancient Watcher,0.0,0.0294,0.0,10,34,19
Angry Chicken,0.0,0.0294,0.0,10,34,19
Animal Companion,0.9,0.0,0.0,10,34,19
Arathi Weaponsmith,0.0,0.0,0.2632,10,34,19
Arcane Explosion,0.0,0.1471,0.0,10,34,19
Arcane Golem,0.2,0.0,0.0526,10,34,19
Arcane Intellect,0.0,0.6765,0.0,10,34,19
Arcane Missiles,0.0,0.1471,0.0,10,34,19
Arcane Shot,0.2,0.0,0.0,10,34,19
Arcanite Reaper,0.0,0.0,0.4211,10,34,19
Archmage Antonidas,0.0,0.0882,0.0,10,34,19
Argent Commander,0.0,0.1471,0.1053,10,34,19
Argent Squire,0.0,0.0,0.0526,10,34,19
Armorsmith,0.0,0.0,0.4211,10,34,19
Azure Drake,0.0,0.3824,0.1579,10,34,19
Baron Geddon,0.0,0.0,0.0526,10,34,19
Baron Rivendare,0.1,0.0882,0.0,10,34,19
Battle Rage,0.0,0.0,0.1053,10,34,19
Blizzard,0.0,0.6471,0.0,10,34,19
Bloodmage Thalnos,0.0,0.3235,0.1053,10,34,19
Bluegill Warrior,0.2,0.1176,0.0,10,34,19
Booty Bay Bodyguard,0.1,0.0,0.0,10,34,19
Brawl,0.0,0.0,0.2105,10,34,19
Cairne Bloodhoof,0.0,0.0,0.3684,10,34,19
Charge,0.0,0.0,0.4737,10,34,19
Chillwind Yeti,0.0,0.0294,0.0,10,34,19
Cleave,0.0,0.0,0.2632,10,34,19
Coldlight Seer,0.0,0.0,0.0526,10,34,19
Commanding Shout,0.0,0.0,0.0526,10,34,19
Cone of Cold,0.0,0.1471,0.0,10,34,19
Counterspell,0.0,0.1176,0.0,10,34,19
Crazed Alchemist,0.0,0.1176,0.0526,10,34,19
Cruel Taskmaster,0.0,0.0,0.8947,10,34,19
Dancing Swords,0.0,0.0294,0.0,10,34,19
Deadly Shot,0.1,0.0,0.0,10,34,19
Death's Bite,0.0,0.0,0.6316,10,34,19
Defender of Argus,0.0,0.1176,0.0526,10,34,19
Demolisher,0.0,0.1471,0.0,10,34,19
Doomsayer,0.0,0.4706,0.0,10,34,19
Dragonling Mechanic,0.0,0.0882,0.0,10,34,19
Duplicate,0.0,0.0882,0.0,10,34,19
Eaglehorn Bow,0.9,0.0,0.0,10,34,19
Earthen Ring Farseer,0.0,0.0,0.1053,10,34,19
Elven Archer,0.0,0.1176,0.0,10,34,19
Ethereal Arcanist,0.0,0.1176,0.0,10,34,19
Execute,0.0,0.0,0.8947,10,34,19
Explosive Shot,0.1,0.0,0.0,10,34,19
Explosive Trap,0.9,0.0,0.0,10,34,19
Faceless Manipulator,0.1,0.0,0.1579,10,34,19
Faerie Dragon,0.0,0.0588,0.0,10,34,19
Feugen,0.1,0.0882,0.1053,10,34,19
Fiery War Axe,0.0,0.0,0.9474,10,34,19
Fireball,0.0,0.7353,0.0,10,34,19
Flamestrike,0.0,0.9118,0.0,10,34,19
Flare,0.6,0.0,0.0,10,34,19
Freezing Trap,0.8,0.0,0.0,10,34,19
Frost Elemental,0.0,0.0588,0.0,10,34,19
Frost Nova,0.0,0.6765,0.0,10,34,19
Frostbolt,0.0,1.0,0.0,10,34,19
Frothing Berserker,0.0,0.0,0.2632,10,34,19
Gladiator's Longbow,0.1,0.0,0.0,10,34,19
Gnomish Inventor,0.0,0.0294,0.3158,10,34,19
Goldshire Footman,0.0,0.0,0.1053,10,34,19
Gorehowl,0.0,0.0,0.4211,10,34,19
Grimscale Oracle,0.0,0.0294,0.0,10,34,19
Grommash Hellscream,0.0,0.0,0.4737,10,34,19
Harrison Jones,0.0,0.0,0.0526,10,34,19
Harvest Golem,0.2,0.0882,0.1053,10,34,19
Haunted Creeper,0.6,0.0294,0.0,10,34,19
Heroic Strike,0.0,0.0,0.1579,10,34,19
Houndmaster,0.7,0.0,0.0,10,34,19
Hunter's Mark,0.7,0.0,0.0,10,34,19
Ice Barrier,0.0,0.5882,0.0,10,34,19
Ice Block,0.0,0.5,0.0,10,34,19
