card,hunter_share,mage_share,warrior_share,hunter_n_elites,mage_n_elites,warrior_n_elites
Abomination,0.0,0.1111,0.2353,12,18,17
Abusive Sergeant,0.1667,0.0,0.1765,12,18,17
Acidic Swamp Ooze,0.0,0.2222,0.2353,12,18,17
Acolyte of Pain,0.0,0.2222,0.4118,12,18,17
Alexstrasza,0.0,0.1111,0.3529,12,18,17
Amani Berserker,0.0,0.2778,0.1765,12,18,17
Ancient Brewmaster,0.25,0.0,0.0,12,18,17
Ancient Mage,0.0,0.0556,0.0,12,18,17
Animal Companion,0.75,0.0,0.0,12,18,17
Arathi Weaponsmith,0.0,0.0,0.1765,12,18,17
Arcane Explosion,0.0,0.1667,0.0,12,18,17
Arcane Golem,0.0,0.0,0.1765,12,18,17
Arcane Intellect,0.0,0.8889,0.0,12,18,17
Arcane Missiles,0.0,0.8333,0.0,12,18,17
Arcane Shot,0.5,0.0,0.0,12,18,17
Arcanite Reaper,0.0,0.0,0.6471,12,18,17
Argent Commander,0.25,0.3889,0.4118,12,18,17
Argent Squire,0.0,0.0,0.1765,12,18,17
Armorsmith,0.0,0.0,0.6471,12,18,17
Azure Drake,0.0,0.7778,0.2353,12,18,17
Baron Geddon,0.0,0.1111,0.2353,12,18,17
Big Game Hunter,0.0,0.0556,0.1765,12,18,17
Blizzard,0.0,0.0556,0.0,12,18,17
Blood Knight,0.0833,0.0,0.0588,12,18,17
Bloodfen Raptor,0.0,0.0556,0.0,12,18,17
Bloodmage Thalnos,0.0,0.5,0.0588,12,18,17
Bloodsail Corsair,0.1667,0.0,0.0,12,18,17
Bloodsail Raider,0.0,0.0,0.1765,12,18,17
Bluegill Warrior,0.0,0.0556,0.0,12,18,17
Boulderfist Ogre,0.25,0.0,0.0,12,18,17
Brawl,0.0,0.0,0.5882,12,18,17
Cairne Bloodhoof,0.0,0.1111,0.4118,12,18,17
Charge,0.0,0.0,0.2353,12,18,17
Chillwind Yeti,0.0,0.2778,0.0588,12,18,17
Cleave,0.0,0.0,0.1765,12,18,17
Coldlight Oracle,0.0,0.3333,0.0,12,18,17
Coldlight Seer,0.0,0.0,0.0588,12,18,17
Cone of Cold,0.0,0.3889,0.0,12,18,17
Counterspell,0.0,0.3333,0.0,12,18,17
Crazed Alchemist,0.0,0.0556,0.0588,12,18,17
Cruel Taskmaster,0.0,0.0,1.0,12,18,17
Dark Iron Dwarf,0.0,0.0,0.1176,12,18,17
Darkscale Healer,0.1667,0.0,0.0,12,18,17
Deadly Shot,0.5833,0.0,0.0,12,18,17
Death's Bite,0.0,0.0,0.1765,12,18,17
Defender of Argus,0.25,0.0556,0.0588,12,18,17
Dire Wolf Alpha,0.4167,0.0,0.0,12,18,17
Doomsayer,0.0,0.2222,0.0,12,18,17
Dragonling Mechanic,0.0,0.0,0.1176,12,18,17
Dread Corsair,0.0,0.1111,0.0,12,18,17
Eaglehorn Bow,0.3333,0.0,0.0,12,18,17
Earthen Ring Farseer,0.0,0.3889,0.0,12,18,17
Elven Archer,0.25,0.2222,0.0588,12,18,17
Emperor Cobra,0.0833,0.0,0.0,12,18,17
Ethereal Arcanist,0.0,0.1111,0.0,12,18,17
Execute,0.0,0.0,0.6471,12,18,17
Explosive Shot,0.3333,0.0,0.0,12,18,17
Explosive Trap,0.4167,0.0,0.0,12,18,17
Faceless Manipulator,0.0,0.0,0.5294,12,18,17
Fen Creeper,0.25,0.1667,0.0,12,18,17
Feugen,0.0,0.0,0.0588,12,18,17
