class,card,mode,mean_delta_wr,host_deltas,games_per_side
HUNTER,Starving Buzzard,removal,0.0152,+0.004|+0.039|+0.024|+0.009|+0.000,2700
HUNTER,Leeroy Jenkins,removal,0.0063,+0.026|-0.026|+0.020|+0.024|-0.013,2700
MAGE,Leeroy Jenkins,removal,0.0156,+0.022|+0.002|+0.039|+0.007|+0.007,2700
WARRIOR,Leeroy Jenkins,removal,0.0437,+0.020|+0.030|+0.061|+0.056|+0.052,2700
