card,hunter_share,mage_share,warrior_share,hunter_n_elites,mage_n_elites,warrior_n_elites
Abusive Sergeant,0.1111,0.0,0.0625,9,26,16
Acidic Swamp Ooze,0.0,0.3846,0.0,9,26,16
Acolyte of Pain,0.0,0.0385,0.4375,9,26,16
Alarm-o-Bot,0.0,0.0385,0.0,9,26,16
Alexstrasza,0.0,0.3462,0.3125,9,26,16
Amani Berserker,0.0,0.3462,0.1875,9,26,16
Ancient Brewmaster,0.0,0.1154,0.0,9,26,16
Ancient Mage,0.0,0.0385,0.0,9,26,16
Animal Companion,1.0,0.0,0.0,9,26,16
Arathi Weaponsmith,0.0,0.0,0.625,9,26,16
Arcane Explosion,0.0,0.4615,0.0,9,26,16
Arcane Golem,0.1111,0.0,0.0,9,26,16
Arcane Intellect,0.0,0.8846,0.0,9,26,16
Arcane Missiles,0.0,0.5,0.0,9,26,16
Arcane Shot,0.5556,0.0,0.0,9,26,16
Arcanite Reaper,0.0,0.0,0.625,9,26,16
Archmage,0.1111,0.0769,0.0,9,26,16
Archmage Antonidas,0.0,0.5,0.0,9,26,16
Argent Commander,0.0,0.1923,0.25,9,26,16
Argent Squire,0.0,0.0769,0.125,9,26,16
Armorsmith,0.0,0.0,0.625,9,26,16
Azure Drake,0.0,0.7308,0.3125,9,26,16
Baron Geddon,0.0,0.0385,0.1875,9,26,16
Battle Rage,0.0,0.0,0.0625,9,26,16
Big Game Hunter,0.0,0.0,0.1875,9,26,16
Blizzard,0.0,0.3462,0.0,9,26,16
Bloodfen Raptor,0.1111,0.0,0.0,9,26,16
Bloodmage Thalnos,0.0,0.7692,0.0,9,26,16
Bloodsail Raider,0.0,0.0,0.625,9,26,16
Boulderfist Ogre,0.2222,0.0769,0.0,9,26,16
Brawl,0.0,0.0,0.5625,9,26,16
Cairne Bloodhoof,0.0,0.3462,0.375,9,26,16
Captain's Parrot,0.0,0.0,0.0625,9,26,16
Chillwind Yeti,0.0,0.0769,0.0,9,26,16
Cleave,0.0,0.0,0.1875,9,26,16
Coldlight Oracle,0.0,0.0385,0.0,9,26,16
Commanding Shout,0.0,0.0,0.125,9,26,16
Cone of Cold,0.0,0.2308,0.0,9,26,16
Core Hound,0.0,0.0,0.0625,9,26,16
Counterspell,0.0,0.0385,0.0,9,26,16
Crazed Alchemist,0.0,0.0,0.1875,9,26,16
Cruel Taskmaster,0.0,0.0,0.6875,9,26,16
Dark Iron Dwarf,0.0,0.0385,0.0625,9,26,16
Deadly Shot,0.5556,0.0,0.0,9,26,16
Death's Bite,0.0,0.0,0.3125,9,26,16
Defender of Argus,0.2222,0.0769,0.0,9,26,16
Dire Wolf Alpha,0.0,0.0769,0.0,9,26,16
Doomsayer,0.0,0.3462,0.0,9,26,16
Eaglehorn Bow,0.8889,0.0,0.0,9,26,16
Earthen Ring Farseer,0.0,0.2308,0.0,9,26,16
Elven Archer,0.0,0.0,0.125,9,26,16
Ethereal Arcanist,0.0,0.0385,0.0,9,26,16
Execute,0.0,0.0,0.75,9,26,16
Explosive Shot,0.3333,0.0,0.0,9,26,16
Explosive Trap,0.8889,0.0,0.0,9,26,16
Faceless Manipulator,0.1111,0.1923,0.1875,9,26,16
Faerie Dragon,0.0,0.0769,0.125,9,26,16
Fiery War Axe,0.0,0.0,0.9375,9,26,16
Fireball,0.0,0.9615,0.0,9,26,16
Flamestrike,0.0,0.5769,0.0,9,26,16
Flare,0.8889,0.0,0.0,9,26,16
Freezing Trap,0.4444,0.0,0.0,9,26,16
