card,hunter_share,mage_share,warrior_share,hunter_n_elites,mage_n_elites,warrior_n_elites
Abomination,0.0,0.0476,0.0,11,21,21
Abusive Sergeant,0.1818,0.0,0.0,11,21,21
Acidic Swamp Ooze,0.0,0.0,0.0476,11,21,21
Acolyte of Pain,0.1818,0.1429,0.7143,11,21,21
Alexstrasza,0.0,0.2857,0.4762,11,21,21
Amani Berserker,0.0,0.1429,0.1429,11,21,21
Ancient Mage,0.0,0.1429,0.0476,11,21,21
Animal Companion,0.8182,0.0,0.0,11,21,21
Arathi Weaponsmith,0.0,0.0,0.3333,11,21,21
Arcane Explosion,0.0,0.1429,0.0,11,21,21
Arcane Golem,0.1818,0.0952,0.0,11,21,21
Arcane Intellect,0.0,0.7143,0.0,11,21,21
Arcane Missiles,0.0,0.7143,0.0,11,21,21
Arcane Shot,0.4545,0.0,0.0,11,21,21
Arcanite Reaper,0.0,0.0,0.3333,11,21,21
Archmage,0.0,0.0,0.0476,11,21,21
Archmage Antonidas,0.0,0.4762,0.0,11,21,21
Argent Commander,0.0,0.0952,0.2381,11,21,21
Argent Squire,0.0,0.0952,0.0476,11,21,21
Armorsmith,0.0,0.0,0.6667,11,21,21
Azure Drake,0.2727,0.6667,0.0952,11,21,21
Baron Geddon,0.0,0.0,0.5238,11,21,21
Big Game Hunter,0.0,0.0,0.4286,11,21,21
Blizzard,0.0,0.4286,0.0,11,21,21
Bloodfen Raptor,0.0909,0.2857,0.0476,11,21,21
Bloodmage Thalnos,0.0,0.5714,0.0,11,21,21
Bloodsail Raider,0.0,0.1905,0.2381,11,21,21
Bluegill Warrior,0.1818,0.0,0.0,11,21,21
Booty Bay Bodyguard,0.0,0.0476,0.0,11,21,21
Boulderfist Ogre,0.0,0.1905,0.0,11,21,21
Brawl,0.0,0.0,0.381,11,21,21
Cairne Bloodhoof,0.0,0.0,0.5714,11,21,21
Charge,0.0,0.0,0.0952,11,21,21
Chillwind Yeti,0.0,0.0476,0.0,11,21,21
Cleave,0.0,0.0,0.4762,11,21,21
Coldlight Oracle,0.0909,0.0952,0.0952,11,21,21
Commanding Shout,0.0,0.0,0.0952,11,21,21
Cone of Cold,0.0,0.2381,0.0,11,21,21
Core Hound,0.0909,0.0,0.0952,11,21,21
Cruel Taskmaster,0.0,0.0,0.7619,11,21,21
Dark Iron Dwarf,0.0,0.0,0.0476,11,21,21
Deadly Shot,0.2727,0.0,0.0,11,21,21
Death's Bite,0.0,0.0,0.2381,11,21,21
Deathlord,0.0,0.0,0.0476,11,21,21
Defender of Argus,0.0,0.0476,0.0,11,21,21
Dire Wolf Alpha,0.5455,0.0476,0.0,11,21,21
Doomsayer,0.0,0.2381,0.0,11,21,21
Dragonling Mechanic,0.0909,0.0,0.0,11,21,21
Eaglehorn Bow,0.6364,0.0,0.0,11,21,21
Earthen Ring Farseer,0.0,0.0,0.0476,11,21,21
Elite Tauren Chieftain,0.0,0.0476,0.0,11,21,21
Elven Archer,0.0,0.1905,0.0,11,21,21
Execute,0.0,0.0,0.8571,11,21,21
Explosive Shot,0.4545,0.0,0.0,11,21,21
Explosive Trap,1.0,0.0,0.0,11,21,21
Faceless Manipulator,0.0,0.0,0.4286,11,21,21
Faerie Dragon,0.0,0.1429,0.0476,11,21,21
Fen Creeper,0.0,0.0,0.0952,11,21,21
Fiery War Axe,0.0,0.0,0.9524,11,21,21
