card,hunter_share,mage_share,warrior_share,hunter_n_elites,mage_n_elites,warrior_n_elites
Abomination,0.05,0.0,0.0,20,42,33
Abusive Sergeant,0.0,0.2381,0.0,20,42,33
Acidic Swamp Ooze,0.0,0.0714,0.0606,20,42,33
Acolyte of Pain,0.0,0.1667,0.3636,20,42,33
Alarm-o-Bot,0.0,0.1429,0.0,20,42,33
Alexstrasza,0.0,0.1905,0.4242,20,42,33
Amani Berserker,0.0,0.381,0.0909,20,42,33
Ancient Brewmaster,0.0,0.0,0.0606,20,42,33
Ancient Watcher,0.0,0.0,0.0606,20,42,33
Animal Companion,1.0,0.0,0.0,20,42,33
Arathi Weaponsmith,0.0,0.0,0.0909,20,42,33
Arcane Explosion,0.0,0.2857,0.0,20,42,33
Arcane Golem,0.0,0.1667,0.0,20,42,33
Arcane Intellect,0.0,0.5476,0.0,20,42,33
Arcane Missiles,0.0,0.6905,0.0,20,42,33
Arcane Shot,0.3,0.0,0.0,20,42,33
Arcanite Reaper,0.0,0.0,0.3333,20,42,33
Archmage,0.0,0.0,0.0303,20,42,33
Archmage Antonidas,0.0,0.2619,0.0,20,42,33
Argent Commander,0.0,0.0,0.1515,20,42,33
Argent Squire,0.0,0.1905,0.0606,20,42,33
Armorsmith,0.0,0.0,0.4848,20,42,33
Azure Drake,0.0,0.5,0.1515,20,42,33
Baron Geddon,0.0,0.0,0.3939,20,42,33
Big Game Hunter,0.05,0.0,0.0606,20,42,33
Blizzard,0.0,0.4762,0.0,20,42,33
Bloodfen Raptor,0.2,0.0,0.0606,20,42,33
Bloodmage Thalnos,0.0,0.5714,0.0,20,42,33
Bloodsail Raider,0.05,0.119,0.0909,20,42,33
Booty Bay Bodyguard,0.05,0.0,0.2727,20,42,33
Boulderfist Ogre,0.0,0.1667,0.0303,20,42,33
Brawl,0.0,0.0,0.4848,20,42,33
Cairne Bloodhoof,0.0,0.0,0.5152,20,42,33
Charge,0.0,0.0,0.1515,20,42,33
Chillwind Yeti,0.0,0.2381,0.0606,20,42,33
Cleave,0.0,0.0,0.1515,20,42,33
Coldlight Oracle,0.0,0.1905,0.0,20,42,33
Cone of Cold,0.0,0.1667,0.0,20,42,33
Core Hound,0.1,0.0,0.0,20,42,33
Counterspell,0.0,0.0476,0.0,20,42,33
