card,hunter_share,mage_share,warrior_share,hunter_n_elites,mage_n_elites,warrior_n_elites
Abusive Sergeant,0.0,0.0,0.05,20,20,20
Acidic Swamp Ooze,0.0,0.1,0.0,20,20,20
Acolyte of Pain,0.0,0.05,1.0,20,20,20
Alarm-o-Bot,0.0,0.0,0.05,20,20,20
Alexstrasza,0.35,0.4,0.5,20,20,20
Amani Berserker,0.35,0.0,0.45,20,20,20
Animal Companion,1.0,0.0,0.0,20,20,20
Arcane Intellect,0.0,0.9,0.0,20,20,20
Arcane Missiles,0.0,0.55,0.0,20,20,20
Arcane Shot,0.65,0.0,0.0,20,20,20
Arcanite Reaper,0.0,0.0,0.4,20,20,20
Archmage,0.0,0.05,0.0,20,20,20
Archmage Antonidas,0.0,0.4,0.0,20,20,20
Argent Commander,0.0,0.0,0.3,20,20,20
Armorsmith,0.0,0.0,0.6,20,20,20
Azure Drake,0.15,0.1,0.1,20,20,20
Baron Geddon,0.05,0.0,0.25,20,20,20
Baron Rivendare,0.25,0.2,0.0,20,20,20
Battle Rage,0.0,0.0,0.05,20,20,20
Big Game Hunter,0.05,0.1,0.05,20,20,20
Blizzard,0.0,0.2,0.0,20,20,20
Blood Knight,0.0,0.05,0.0,20,20,20
Bloodfen Raptor,0.35,0.0,0.0,20,20,20
Bloodmage Thalnos,0.0,0.45,0.05,20,20,20
Bloodsail Corsair,0.0,0.1,0.0,20,20,20
Bluegill Warrior,0.0,0.05,0.0,20,20,20
Boulderfist Ogre,0.15,0.1,0.0,20,20,20
Brawl,0.0,0.0,0.45,20,20,20
Cairne Bloodhoof,0.0,0.6,0.25,20,20,20
Charge,0.0,0.0,0.25,20,20,20
Coldlight Oracle,0.05,0.15,0.25,20,20,20
Commanding Shout,0.0,0.0,0.05,20,20,20
Cone of Cold,0.0,0.15,0.0,20,20,20
Core Hound,0.0,0.05,0.0,20,20,20
Crazed Alchemist,0.0,0.05,0.0,20,20,20
Cruel Taskmaster,0.0,0.0,0.9,20,20,20
Cult Master,0.0,0.0,0.15,20,20,20
Dalaran Mage,0.0,0.05,0.0,20,20,20
Deadly Shot,0.6,0.0,0.0,20,20,20
Death's Bite,0.0,0.0,0.5,20,20,20
Deathlord,0.3,0.0,0.0,20,20,20
Defender of Argus,0.2,0.1,0.05,20,20,20
Dire Wolf Alpha,0.35,0.0,0.05,20,20,20
Doomsayer,0.0,0.25,0.05,20,20,20
Duplicate,0.0,0.15,0.0,20,20,20
Eaglehorn Bow,0.5,0.0,0.0,20,20,20
Elite Tauren Chieftain,0.0,0.0,0.05,20,20,20
Elven Archer,0.3,0.1,0.0,20,20,20
Ethereal Arcanist,0.0,0.3,0.0,20,20,20
Execute,0.0,0.0,0.6,20,20,20
Explosive Shot,0.15,0.0,0.0,20,20,20
Explosive Trap,0.3,0.0,0.0,20,20,20
Faceless Manipulator,0.0,0.05,0.15,20,20,20
Faerie Dragon,0.0,0.15,0.0,20,20,20
Feugen,0.0,0.3,0.1,20,20,20
Fiery War Axe,0.0,0.0,1.0,20,20,20
Fireball,0.0,0.65,0.0,20,20,20
Flamestrike,0.0,0.75,0.0,20,20,20
Flare,0.35,0.0,0.0,20,20,20
Flesheating Ghoul,0.0,0.05,0.0,20,20,20
Freezing Trap,0.65,0.0,0.0,20,20,20
Frost Elemental,0.0,0.05,0.25,20,20,20
Frost Nova,0.0,0.45,0.0,20,20,20
Frostbolt,0.0,0.85,0.0,20,20,20
Frostwolf Grunt,0.3,0.1,0.0,20,20,20
Frothing Berserker,0.0,0.0,0.4,20,20,20
Gadgetzan Auctioneer,0.0,0.0,0.05,20,20,20
Gnomish Inventor,0.0,0.15,0.25,20,20,20
Goldshire Footman,0.0,0.1,0.0,20,20,20
Gorehowl,0.0,0.0,0.35,20,20,20
Grommash Hellscream,0.0,0.0,0.4,20,20,20
Harrison Jones,0.0,0.0,0.05,20,20,20
Harvest Golem,0.0,0.35,0.05,20,20,20
Haunted Creeper,0.75,0.05,0.0,20,20,20
Heroic Strike,0.0,0.0,0.35,20,20,20
Houndmaster,0.7,0.0,0.0,20,20,20
Hunter's Mark,1.0,0.0,0.0,20,20,20
Ice Barrier,0.0,0.3,0.0,20,20,20
Ice Block,0.0,0.75,0.0,20,20,20
Ice Lance,0.0,0.2,0.0,20,20,20
Imp Master,0.0,0.1,0.0,20,20,20
Injured Blademaster,0.3,0.0,0.1,20,20,20
Inner Rage,0.0,0.0,0.4,20,20,20
Ironbeak Owl,0.0,0.05,0.0,20,20,20
Ironforge Rifleman,0.0,0.05,0.05,20,20,20
Ironfur Grizzly,0.35,0.0,0.05,20,20,20
Jungle Panther,0.2,0.0,0.0,20,20,20
Kel'Thuzad,0.0,0.2,0.0,20,20,20
Kill Command,0.6,0.0,0.0,20,20,20
Kirin Tor Mage,0.0,0.3,0.0,20,20,20
Knife Juggler,0.0,0.25,0.0,20,20,20
Kor'kron Elite,0.0,0.0,0.4,20,20,20
Leeroy Jenkins,0.35,0.0,0.0,20,20,20
Leper Gnome,0.0,0.45,0.2,20,20,20
Lightwarden,0.0,0.0,0.15,20,20,20
Loatheb,0.35,0.25,0.35,20,20,20
Loot Hoarder,0.6,0.45,0.25,20,20,20
Mad Bomber,0.0,0.1,0.0,20,20,20
Mad Scientist,0.35,0.5,0.0,20,20,20
Mana Wyrm,0.0,0.25,0.0,20,20,20
Mind Control Tech,0.0,0.15,0.0,20,20,20
Mirror Entity,0.0,0.5,0.0,20,20,20
Mirror Image,0.0,0.25,0.0,20,20,20
Molten Giant,0.0,0.4,0.0,20,20,20
Mortal Strike,0.0,0.0,0.15,20,20,20
Mountain Giant,0.0,0.0,0.1,20,20,20
Multi-Shot,0.3,0.0,0.0,20,20,20
Murloc Tidehunter,0.05,0.0,0.0,20,20,20
Murloc Warleader,0.0,0.05,0.0,20,20,20
Nerub'ar Weblord,0.05,0.0,0.0,20,20,20
Novice Engineer,0.0,0.05,0.15,20,20,20
Oasis Snapjaw,0.0,0.05,0.0,20,20,20
Ogre Magi,0.0,0.0,0.1,20,20,20
Polymorph,0.0,0.75,0.0,20,20,20
Raging Worgen,0.0,0.0,0.45,20,20,20
Ragnaros the Firelord,0.3,0.0,0.35,20,20,20
Raid Leader,0.3,0.0,0.0,20,20,20
Rampage,0.0,0.0,0.3,20,20,20
Reckless Rocketeer,0.25,0.0,0.0,20,20,20
River Crocolisk,0.35,0.0,0.05,20,20,20
Savannah Highmane,0.35,0.0,0.0,20,20,20
Sea Giant,0.0,0.05,0.0,20,20,20
Secretkeeper,0.15,0.05,0.0,20,20,20
Shattered Sun Cleric,0.1,0.1,0.0,20,20,20
Shield Block,0.0,0.0,0.6,20,20,20
Shield Slam,0.0,0.0,0.5,20,20,20
Shieldbearer,0.3,0.1,0.0,20,20,20
Silverback Patriarch,0.35,0.0,0.0,20,20,20
Silvermoon Guardian,0.0,0.1,0.05,20,20,20
Slam,0.0,0.0,0.25,20,20,20
Sludge Belcher,0.35,0.7,0.5,20,20,20
Sorcerer's Apprentice,0.0,0.2,0.0,20,20,20
Spectral Knight,0.25,0.0,0.05,20,20,20
